id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_status
79935275,85648991,7800,7800,7800, 36 months,6.97%,240.74,A,A3,Psychologist,4 years,MORTGAGE,92000,Not Verified,16-Jun,debt_consolidation,Debt consolidation,200xx,DC,15.56,0,Oct-94,0,6,0,75390,43.60%,9,w,7800,7800,0,0,0,0,0,0,0,,0,16-Aug,0,1,INDIVIDUAL,0,0,513308,0,0,0,0,,0,,0,0,49000,43.6,115500,0,0,1,0,85551,35610,47.1,0,0,,259,45,45,3,45,7,0,3,3,3,4,0,4,5,3,6,0,0,0,0,100,66.7,0,0,636189,79079,111000,0,Late (31-120 days)
79995239,85708954,5000,5000,5000, 36 months,5.32%,150.58,A,A1,Job Developer,3 years,MORTGAGE,40000,Not Verified,16-Jun,other,Other,370xx,TN,12.06,0,3-Sep,0,17,0,5590,22.30%,32,w,0,0,5026.94,5026.94,5000,26.94,0,0,0,16-Jun,5028.42,16-Jul,0,1,INDIVIDUAL,0,0,55340,2,8,0,1,23,49750,97.2,2,3,2079,72.5,25100,0,0,0,4,3953,6385,39.8,0,0,152,117,6,6,0,6,18,0,3,5,3,4,22,8,10,5,17,0,0,0,2,100,0,0,0,76300,55340,10600,51200,Fully Paid
78649360,84330079,8000,8000,8000, 36 months,5.32%,240.92,A,A1,General Manager,10+ years,MORTGAGE,148613,Not Verified,16-Jun,home_improvement,Home improvement,853xx,AZ,14.95,0,2-Oct,1,23,0,10661,11.70%,34,w,0,0,8061.91,8061.91,8000,61.91,0,0,0,16-Jul,8064.27,16-Aug,0,1,INDIVIDUAL,0,0,195000,6,3,0,1,19,16538,31.8,6,11,3902,19,91000,0,0,3,13,8478,40734,17.5,0,0,97,163,2,2,1,2,6,0,5,9,9,16,6,19,27,9,23,0,0,0,7,100,22.2,0,0,312013,27199,49400,52013,Fully Paid
79895204,85608918,15000,15000,15000, 36 months,9.75%,482.25,B,B3,Director,10+ years,OWN,180000,Verified,16-Jun,other,Other,206xx,MD,15.47,1,Mar-90,0,12,0,28069,42.90%,23,w,0,0,15248.17,15248.17,15000,248.17,0,0,0,16-Aug,14774.04,16-Aug,0,1,INDIVIDUAL,0,0,473405,0,5,0,2,20,110335,103.2,1,1,21981,71.8,65400,1,0,0,3,43037,18107,59.3,0,0,129,314,12,12,3,149,20,0,2,3,2,6,7,6,13,3,12,0,0,0,1,95.7,50,0,0,612811,138404,44500,139411,Fully Paid
78954283,84625088,5000,5000,5000, 36 months,6.97%,154.32,A,A3,Paralegal,< 1 year,RENT,43500,Not Verified,16-Jun,car,Car financing,606xx,IL,2.87,0,6-Nov,0,17,0,660,5%,27,w,0,0,5003.01,5003.01,5000,3.01,0,0,0,16-Jun,5004.95,16-May,0,1,INDIVIDUAL,0,0,77773,1,13,3,4,6,77113,106.5,0,2,460,90.7,13200,1,0,3,8,4575,12540,5,0,0,114,102,13,6,0,21,9,0,2,2,2,2,20,2,4,2,17,0,0,0,4,100,0,0,0,85706,77773,13200,72375,Fully Paid
77331130,82910991,6000,6000,6000, 36 months,7.39%,186.34,A,A4,Aide,10+ years,RENT,60000,Not Verified,16-Jun,debt_consolidation,Debt consolidation,112xx,NY,16.68,0,7-Jun,0,15,0,5316,9.50%,24,w,0,0,6024.64,6024.64,6000,24.64,0,0,0,16-Jul,6027.1,16-Jun,0,1,INDIVIDUAL,0,0,28394,1,3,0,3,14,23078,76.9,3,5,1899,33.1,55900,1,0,0,8,1893,49584,9.7,0,0,31,107,3,3,0,3,13,0,3,3,11,16,4,12,19,3,15,0,0,0,3,100,0,0,0,85900,28394,54900,30000,Fully Paid
79052236,84722978,4000,4000,4000, 36 months,9.16%,127.5,B,B2,Head Clerk,10+ years,RENT,54000,Source Verified,16-Jun,debt_consolidation,Debt consolidation,070xx,NJ,19.51,2,Jun-99,0,14,0,5448,49.50%,32,w,0,0,4021.37,4021.37,4000,21.37,0,0,0,16-Jul,4023.41,16-May,0,1,INDIVIDUAL,0,0,27899,0,2,0,0,25,22451,75,1,2,1391,68.2,11000,0,5,0,2,2146,612,82.5,0,0,142,203,10,10,0,10,,1,3,9,3,11,9,12,23,9,14,0,0,1,1,84.4,66.7,0,0,40937,27899,3500,29937,Fully Paid
79633083,85327868,7000,7000,7000, 36 months,9.16%,223.12,B,B2,Traffic Control Specialist ,4 years,MORTGAGE,164000,Not Verified,16-Jun,debt_consolidation,Debt consolidation,960xx,CA,1.73,0,4-Dec,3,12,1,5577,43.90%,16,w,0,0,7115.57,7115.57,7000,115.57,0,0,0,16-Aug,6896.01,16-Aug,0,1,INDIVIDUAL,0,784,191153,3,0,0,0,43,0,,3,4,4540,43.9,12700,0,3,5,5,17378,1144,80.9,0,0,108,137,1,1,1,20,2,0,2,6,2,2,4,11,11,6,12,0,0,0,4,87.5,50,1,0,198276,5577,6000,0,Fully Paid
79094264,84765063,6000,6000,6000, 36 months,5.32%,180.69,A,A1,Network Engineer,3 years,MORTGAGE,100000,Not Verified,16-Jun,major_purchase,Major purchase,206xx,MD,16.87,0,Mar-00,1,27,0,15101,36.60%,38,f,0,0,6002.7,6002.7,6000,2.7,0,0,0,16-Jun,6004.47,16-May,0,1,INDIVIDUAL,0,0,367402,2,18,0,2,17,102454,101.8,1,3,2017,76.1,41300,2,5,1,6,14131,483,80.7,0,0,168,194,3,3,3,13,6,0,1,3,2,2,24,7,11,3,27,0,0,0,2,52.6,100,0,0,399376,117555,2500,108229,Fully Paid
77450076,83029922,8000,8000,8000, 36 months,6.49%,245.16,A,A2,,n/a,MORTGAGE,34000,Not Verified,16-Jun,home_improvement,Home improvement,612xx,IL,26.26,0,Sep-86,1,12,0,80892,9.50%,22,w,0,0,8004.47,8004.47,8000,4.47,0,0,0,16-Jun,8007.35,16-May,0,1,INDIVIDUAL,0,0,85894,0,1,0,1,19,5002,51.3,0,2,5861,14.4,148700,3,1,3,3,7809,44048,13.5,0,0,88,356,14,14,0,14,2,0,3,8,4,5,4,11,18,8,12,0,0,0,0,100,0,0,0,158455,85894,50900,9755,Fully Paid
79573663,85268523,3000,3000,3000, 36 months,9.75%,96.45,B,B3,Engineer,4 years,MORTGAGE,90000,Not Verified,16-Jun,home_improvement,Home improvement,805xx,CO,15.63,0,8-Jun,1,8,0,4300,28.10%,18,w,0,0,3032.28,3032.28,3000,32.28,0,0,0,16-Jul,3033.9,16-Aug,0,1,INDIVIDUAL,0,0,269919,2,5,2,2,3,43802,87.6,1,2,4300,73.7,15300,0,0,1,5,33740,500,89.6,0,0,67,95,5,3,1,14,3,0,1,1,1,3,7,2,10,1,8,0,0,0,3,100,100,0,0,291905,48102,4800,49986,Fully Paid
79835486,85549215,17000,17000,17000, 60 months,9.16%,354.22,B,B2,Behavior specialist,7 years,MORTGAGE,67200,Not Verified,16-Jun,debt_consolidation,Debt consolidation,785xx,TX,16.43,2,Nov-93,0,14,0,18105,36.60%,32,w,0,0,17013.63,17013.63,17000,13.63,0,0,0,16-Jun,17022.28,16-May,0,1,INDIVIDUAL,0,0,186180,0,1,0,1,16,22873,82.5,1,1,6564,53.1,49400,3,1,0,3,13299,15262,49.5,0,0,154,270,11,11,5,11,16,0,5,9,7,11,5,12,22,9,14,0,0,0,1,90.6,14.3,0,0,247538,40978,30200,27738,Fully Paid
80015380,85729096,7000,7000,7000, 36 months,7.39%,217.4,A,A4,Assistant Principal,10+ years,MORTGAGE,65000,Not Verified,16-Jun,debt_consolidation,Debt consolidation,751xx,TX,25.04,0,2-Dec,0,20,0,1942,55.50%,48,w,0,0,7004.53,7004.53,7000,4.53,0,0,0,16-Jun,7007.4,16-May,0,1,INDIVIDUAL,0,0,254954,1,16,2,3,5,139539,89.7,0,0,718,88.9,3500,0,1,1,3,12748,1391,48.5,0,0,150,161,67,5,2,94,5,1,2,3,2,2,41,3,5,3,20,0,0,0,2,90.7,0,0,0,319140,141481,2700,186227,Fully Paid
79752486,85452221,5000,5000,5000, 36 months,11.47%,164.81,B,B5,Admissions Representative ,8 years,OWN,71000,Source Verified,16-Jun,debt_consolidation,,335xx,FL,7.67,1,4-Jul,0,9,0,4665,35.60%,12,w,0,0,5005.02,5005.02,5000,5.02,0,0,0,16-Jun,5008.21,16-Aug,0,1,INDIVIDUAL,0,0,256233,1,1,0,0,33,8097,53.8,2,4,2677,45.3,13100,0,0,0,4,32029,6835,40.6,0,0,53,90,1,1,2,1,19,1,4,4,5,6,2,7,8,4,9,0,0,0,2,66.7,20,0,0,293650,12762,11500,15050,Fully Paid
79612578,85307345,20000,20000,20000, 36 months,8.39%,630.34,B,B1,Manager,1 year,MORTGAGE,113000,Not Verified,16-Jun,credit_card,Credit card refinancing,352xx,AL,8.02,6,Apr-92,0,12,0,17193,80.30%,32,w,0,0,20014.69,20014.69,20000,14.69,0,0,0,16-Jun,20024.01,16-May,0,1,INDIVIDUAL,0,0,337293,1,1,0,2,19,367,18.1,1,3,5568,75,21400,1,2,0,5,33729,1078,93.6,0,0,82,289,4,4,7,24,15,0,4,6,4,8,3,8,21,6,12,0,0,0,1,77.4,100,0,0,378831,17560,16800,2025,Fully Paid
80015311,85729027,9000,9000,9000, 36 months,10.75%,293.59,B,B4,Dental Assistant,5 years,RENT,35500,Source Verified,16-Jun,debt_consolidation,Debt consolidation,852xx,AZ,8.62,0,Jan-00,0,8,1,10296,40.40%,17,w,0,0,9011.15,9011.15,9000,11.15,0,0,0,16-Jun,9016.53,16-May,0,1,INDIVIDUAL,0,0,10296,1,0,0,0,94,0,,2,4,2565,40.4,25500,0,0,1,4,1471,13254,38.4,0,0,131,196,4,4,3,8,8,0,5,6,7,8,2,8,12,6,8,0,0,0,2,100,0,1,0,25500,10296,21500,0,Fully Paid
79775226,85488941,35000,35000,35000, 60 months,8.39%,716.23,B,B1,Vice President,3 years,OWN,156000,Source Verified,16-Jun,home_improvement,Home improvement,662xx,KS,5.65,0,2-Jan,1,10,0,892,1.10%,22,w,0,0,35026.11,35026.11,35000,26.11,0,0,0,16-Jun,35042.42,16-May,0,1,INDIVIDUAL,0,0,774262,1,2,0,3,14,32864,76.5,1,1,827,27.5,80000,1,3,1,5,96783,29173,2.8,0,0,117,172,4,4,3,42,4,0,1,2,1,2,6,6,13,2,10,0,0,0,1,100,0,0,0,889938,33756,30000,42938,Fully Paid
79523135,85217901,18000,18000,18000, 60 months,19.99%,476.79,D,D5,Underwriter,7 years,RENT,88000,Verified,16-Jun,debt_consolidation,Debt consolidation,322xx,FL,20.59,0,Jan-94,0,9,0,25763,78.30%,21,w,0,0,18101.75,18101.75,18000,101.75,0,0,0,16-Jun,18121.74,16-Aug,0,1,INDIVIDUAL,0,0,66135,0,2,1,3,9,40372,85.8,2,3,4800,82.7,32900,1,3,2,6,7348,5834,69.5,0,0,109,268,11,9,0,11,9,0,5,6,6,9,10,7,11,6,9,0,0,0,3,90.5,50,0,0,79933,66135,19100,47033,Fully Paid
78983556,84654336,7500,7500,7500, 36 months,5.32%,225.87,A,A1,Engineer,< 1 year,MORTGAGE,100000,Source Verified,16-Jun,major_purchase,Major purchase,957xx,CA,0.92,0,Oct-84,0,7,0,1658,3.10%,22,w,0,0,7523.28,7523.28,7500,23.28,0,0,0,16-Jul,7525.5,16-Jul,0,1,INDIVIDUAL,0,0,379171,0,0,0,0,,0,,1,1,959,3.1,52900,0,0,1,2,54167,50923,2.4,0,0,,377,11,11,4,11,7,0,3,4,5,10,0,6,16,4,7,0,0,0,1,100,0,0,0,440900,1658,52200,0,Fully Paid
79643101,85337867,10000,10000,10000, 36 months,10.75%,326.21,B,B4,Teacher,3 years,RENT,50000,Source Verified,16-Jun,medical,Medical expenses,276xx,NC,10.35,0,2-Apr,0,10,2,8463,32.30%,36,w,0,0,10009.41,10009.41,10000,9.41,0,0,0,16-Jun,10015.38,16-May,0,1,INDIVIDUAL,0,0,72087,0,2,1,2,9,63624,81.4,1,4,5148,48.7,26200,0,0,1,6,7209,17227,25.1,0,0,104,169,10,9,0,10,10,0,3,4,7,15,19,8,17,4,10,0,0,0,2,100,0,2,0,92264,72087,23000,66064,Fully Paid
79785139,85498851,5000,5000,5000, 36 months,7.39%,155.28,A,A4,Truck driver,10+ years,MORTGAGE,72000,Source Verified,16-Jun,major_purchase,Major purchase,989xx,WA,15.42,1,4-Jan,0,5,1,13030,89.90%,20,w,0,0,5032.75,5032.75,5000,32.75,0,0,0,16-Jul,5034.8,16-Jul,0,1,INDIVIDUAL,0,0,150979,0,2,2,2,8,22766,83.1,0,0,13030,85.4,14500,0,2,2,2,30196,1470,89.9,0,0,138,148,67,8,3,74,12,1,1,1,2,7,7,2,10,1,5,0,0,0,2,80,50,0,0,172921,35796,14500,27394,Fully Paid
79653136,85347911,20000,20000,20000, 36 months,5.32%,602.3,A,A1,Second Officer,10+ years,MORTGAGE,150000,Not Verified,16-Jun,credit_card,Credit card refinancing,983xx,WA,6.75,0,Oct-94,0,9,0,21369,37.70%,15,w,20000,20000,0,0,0,0,0,0,0,,0,16-Aug,0,1,INDIVIDUAL,0,0,290099,1,1,0,4,17,15448,61.8,0,2,10656,45.1,56700,1,10,0,8,32233,3544,75,0,0,119,259,19,6,2,23,14,0,1,4,2,2,6,6,7,4,9,0,0,0,1,100,50,0,0,356700,36817,14200,25000,Late (31-120 days)
79522884,85217645,7000,7000,7000, 36 months,8.39%,220.62,B,B1,Vice President,9 years,OWN,160000,Source Verified,16-Jun,debt_consolidation,Debt consolidation,073xx,NJ,5.8,3,Nov-00,1,11,0,4964,10.80%,24,w,6877.26,6877.26,217.36,217.36,122.74,94.62,0,0,0,16-Aug,220.62,16-Aug,0,1,INDIVIDUAL,0,0,293913,0,2,1,4,8,18146,82.1,0,0,3783,34,45900,1,0,1,4,26719,36274,10,0,0,119,186,38,8,1,38,2,1,5,6,6,13,7,8,16,6,11,0,0,1,1,83.3,0,0,0,357600,23110,40300,22100,Late (31-120 days)
79220845,84905576,22000,22000,22000, 60 months,26.14%,660.52,F,F4,Field Representative,4 years,RENT,50000,Verified,16-Jun,debt_consolidation,Debt consolidation,335xx,FL,24.48,1,May-97,0,5,0,48953,89.50%,14,f,21786.23,21786.23,661.05,661.05,213.77,447.28,0,0,0,16-Jul,693,16-Aug,0,1,INDIVIDUAL,0,0,48953,1,0,0,0,41,0,,1,1,28233,89.5,54700,0,0,2,1,9791,5747,89.5,0,0,90,228,2,2,2,2,8,0,5,5,5,6,3,5,9,5,5,0,0,0,1,92.9,60,0,0,54700,48953,54700,0,Late (16-30 days)
79532977,85227761,35000,35000,35000, 36 months,7.39%,1086.96,A,A4,Refinery operator,2 years,MORTGAGE,105000,Verified,16-Jun,debt_consolidation,Debt consolidation,907xx,CA,11.12,0,Oct-00,0,8,0,10241,16.80%,30,w,0,0,35222.19,35222.19,35000,222.19,0,0,0,16-Jul,35236.56,16-Jul,0,1,INDIVIDUAL,0,0,434891,1,2,1,1,9,28533,57.5,1,1,10145,35,61000,2,0,5,3,54361,48259,17.5,0,0,174,187,2,2,2,2,8,0,3,3,4,9,14,5,14,3,8,0,0,0,3,96.7,25,0,0,509633,38774,58500,49633,Fully Paid
79592337,85287089,7325,7325,7325, 36 months,9.16%,233.48,B,B2,Paralegal,3 years,MORTGAGE,40000,Not Verified,16-Jun,debt_consolidation,Debt consolidation,350xx,AL,23.97,1,Nov-99,0,21,0,7239,21.90%,56,w,0,0,7330.97,7330.97,7325,5.97,0,0,0,16-Jun,7334.7,16-May,0,1,INDIVIDUAL,0,479,222630,1,2,0,2,16,80034,84.1,2,3,2836,51.8,33000,0,1,0,6,10601,1794,62.6,0,0,198,129,3,3,1,102,16,0,2,6,3,10,23,18,32,6,21,0,0,0,2,98.2,33.3,0,0,255401,87273,4800,83072,Fully Paid
79752399,85452134,20000,20000,20000, 36 months,10.75%,652.41,B,B4,Server,10+ years,MORTGAGE,70000,Source Verified,16-Jun,credit_card,,967xx,HI,23.93,0,May-99,1,7,0,180569,92%,27,w,0,0,20024.79,20024.79,20000,24.79,0,0,0,16-Jun,20036.73,16-May,0,1,INDIVIDUAL,0,0,203483,0,1,0,1,23,22914,72,2,2,13058,92,195800,0,0,2,3,29069,11200,67,0,0,168,204,7,7,2,7,1,1,3,6,11,12,4,6,22,4,7,,0,0,2,96,33.3,0,0,227788,45468,33600,31988,Fully Paid
79065266,84736184,30000,30000,30000, 60 months,13.67%,692.93,C,C3,Director of Human Resources,2 years,MORTGAGE,120000,Source Verified,16-Jun,debt_consolidation,Debt consolidation,770xx,TX,19.42,0,5-Jun,1,9,0,29328,87%,34,w,29648.82,29648.82,670.15,670.15,351.18,318.97,0,0,0,16-Jul,692.93,16-Aug,0,1,INDIVIDUAL,0,0,279066,1,3,1,2,12,122101,82.3,0,1,8584,84.7,33700,1,0,3,4,31007,4372,87,0,0,131,125,22,5,2,22,1,0,5,5,5,17,5,5,27,5,9,0,0,0,2,100,80,0,0,288935,151429,33700,126535,Late (16-30 days)
79683262,85378038,20000,20000,20000, 36 months,9.75%,643,B,B3,Quality coordinator ,< 1 year,RENT,85000,Verified,16-Jun,other,Other,945xx,CA,6.01,0,2-Aug,0,3,0,3698,31.90%,11,w,0,0,20017.07,20017.07,20000,17.07,0,0,0,16-Jun,20027.9,16-May,0,1,INDIVIDUAL,0,0,10703,1,1,1,1,6,7005,87.6,0,0,3091,54.6,11600,1,0,1,1,3568,7902,31.9,0,0,126,165,110,6,0,120,6,0,2,2,2,5,3,2,8,2,3,0,0,0,1,100,0,0,0,19600,10703,11600,8000,Fully Paid
79692105,85386870,15000,15000,15000, 60 months,11.99%,333.6,C,C1,Regional Termite Manager ,10+ years,RENT,90000,Not Verified,16-Jun,debt_consolidation,Debt consolidation,906xx,CA,25.23,0,6-Feb,2,13,0,8271,22.20%,28,w,0,0,15243.52,15243.52,15000,243.52,0,0,0,16-Jul,15253.51,16-Jul,0,1,INDIVIDUAL,0,0,88214,2,4,1,3,5,79943,83.8,1,2,8139,47.6,37300,2,1,3,5,6786,21029,28.2,0,0,123,113,1,1,0,1,1,0,2,2,6,7,17,9,11,2,13,0,0,0,2,100,0,0,0,148634,88214,29300,111334,Fully Paid
79622854,85317631,8000,8000,8000, 36 months,10.75%,260.97,B,B4,Greeter/usher,9 years,MORTGAGE,49000,Source Verified,16-Jun,home_improvement,Home improvement,021xx,MA,9.8,0,Aug-97,0,6,0,15280,83%,12,w,0,0,8007.65,8007.65,8000,7.65,0,0,0,16-Jun,8012.43,16-May,0,1,INDIVIDUAL,0,0,15280,0,0,0,0,,0,,0,1,5642,83,18400,0,0,1,1,2547,1024,93.7,0,0,,225,17,17,0,17,11,0,5,6,5,9,0,6,12,6,6,0,0,0,0,91.7,80,0,0,18400,15280,16300,0,Fully Paid
79712903,85407684,3200,3200,3200, 36 months,7.39%,99.38,A,A4,Quality Assurance Assistant,6 years,RENT,39978,Source Verified,16-Jun,debt_consolidation,Debt consolidation,979xx,OR,16.42,0,4-Sep,0,9,0,6731,77.40%,25,w,3128.33,3128.33,105.07,105.07,71.67,18.4,15,0,0,16-Aug,106.38,16-Aug,0,1,INDIVIDUAL,0,0,16883,1,4,1,2,5,10152,64.4,0,1,3918,69,8700,0,1,1,3,1876,447,93.3,0,0,140,129,18,5,0,18,5,0,3,5,3,4,17,5,8,5,9,0,0,0,1,96,66.7,0,0,24469,16883,6700,15769,Late (31-120 days)
79652933,85347702,20000,20000,20000, 60 months,14.46%,470.15,C,C4,Cisco voice support ,1 year,RENT,80000,Source Verified,16-Jun,debt_consolidation,Debt consolidation,114xx,NY,13.57,0,4-Nov,0,10,0,25825,66.20%,23,w,0,0,20026.03,20026.03,20000,26.03,0,0,0,16-Jun,20042.1,16-May,0,1,INDIVIDUAL,0,0,66372,0,1,0,0,26,40547,,1,2,8155,66.2,39000,0,0,0,2,6637,7428,77.1,0,0,92,138,9,9,0,9,,0,5,6,5,7,7,9,16,6,10,0,0,0,1,100,60,0,0,79693,66372,32400,40693,Fully Paid
79732882,85427646,4000,4000,4000, 36 months,11.47%,131.85,B,B5,Client Relationship Manager,< 1 year,RENT,63000,Source Verified,16-Jun,other,Other,282xx,NC,3.62,0,9-May,0,6,0,3042,34.60%,6,w,0,0,4022.94,4022.94,4000,22.94,0,0,0,16-Jun,4025.49,16-May,0,1,INDIVIDUAL,0,0,3042,0,0,0,0,,0,,3,4,470,34.6,8800,0,0,0,4,507,110,89,0,0,,84,9,9,0,17,20,0,2,5,2,2,0,6,6,5,6,0,0,0,3,100,100,0,0,8800,3042,1000,0,Fully Paid
79762159,85438942,11000,11000,11000, 36 months,7.89%,344.15,A,A5,Cashier,10+ years,RENT,60000,Source Verified,16-Jun,medical,,087xx,NJ,13.62,0,May-95,0,12,0,6946,24.30%,24,f,0,0,11088.55,11088.55,11000,88.55,0,0,0,16-Jul,11098.19,16-Jul,0,1,INDIVIDUAL,0,0,26672,2,1,2,2,2,19726,90.7,2,2,3011,53,28600,1,0,5,4,2223,9808,31.9,0,0,42,252,1,1,2,1,2,2,4,6,5,9,4,10,18,6,12,0,0,0,4,91.7,20,0,0,50342,26672,14400,21742,Fully Paid
79722768,85417516,24000,24000,24000, 36 months,11.47%,791.09,B,B5,Inventory Supervisor,8 years,OWN,83000,Source Verified,16-Jun,home_improvement,Home improvement,981xx,WA,7.09,0,Jul-96,0,6,0,19437,60.40%,17,w,0,0,24030.59,24030.59,24000,30.59,0,0,0,16-Jun,24045.88,16-May,0,1,INDIVIDUAL,0,0,19437,0,0,0,0,58,0,,0,0,8919,60.4,32200,0,0,0,0,3887,3621,76.6,0,0,132,238,25,25,0,25,16,0,3,5,3,6,4,6,13,5,6,0,0,0,0,100,66.7,0,0,32200,19437,15500,0,Fully Paid
81434362,87187136,15000,15000,15000, 36 months,11.99%,498.15,C,C1,Database Developer,5 years,MORTGAGE,110000,Verified,16-Jun,debt_consolidation,Debt consolidation,231xx,VA,29,0,Nov-96,0,10,0,28210,60.50%,27,f,0,0,15291.16,15291.16,15000,291.16,0,0,0,16-Aug,14803,16-Aug,0,1,INDIVIDUAL,0,0,264354,2,4,3,5,4,73045,85,0,0,24291,73.2,46600,1,0,0,5,26435,2709,90,0,0,56,234,26,4,6,135,19,0,1,3,1,8,7,5,14,3,10,0,0,0,3,100,100,0,0,326783,101255,27000,88633,Fully Paid
79764133,85435924,25000,25000,25000, 60 months,9.16%,520.91,B,B2,Electronic Engineer,8 years,OWN,89000,Not Verified,16-Jun,home_improvement,,914xx,CA,5.5,0,4-Nov,1,12,0,2462,4%,19,w,24669.92,24669.92,508.19,508.19,330.08,178.11,0,0,0,16-Jul,520.91,16-May,0,1,INDIVIDUAL,0,0,8781,1,1,0,1,17,6319,55.6,1,2,2330,12,61600,2,0,1,3,732,55111,4.2,0,0,77,138,4,4,0,4,0,0,2,3,8,13,3,11,16,3,12,0,0,0,1,100,0,0,0,72974,8781,57500,11374,Late (16-30 days)
81494352,87237114,6000,6000,6000, 36 months,12.99%,202.14,C,C2,teacher,2 years,RENT,58300,Verified,16-Jun,credit_card,Credit card refinancing,956xx,CA,17.72,0,4-Mar,1,11,0,6079,24.60%,39,f,0,0,6009.05,6009.05,6000,9.05,0,0,0,16-Jun,6013.38,16-Jul,0,1,INDIVIDUAL,0,0,56001,1,4,3,3,7,49922,69.8,3,4,4911,47.1,24700,1,7,2,8,5091,11721,34.2,0,0,146,125,1,1,2,1,3,0,3,3,5,7,26,7,11,3,11,0,0,0,6,100,20,0,0,84357,56001,17800,59657,Fully Paid
77459171,83039004,30000,30000,30000, 60 months,22.35%,834.55,E,E2,Sr Advisor,10+ years,MORTGAGE,95000,Source Verified,16-Jun,debt_consolidation,Debt consolidation,028xx,RI,31.56,0,Dec-94,0,11,0,18197,47.40%,31,w,0,0,30077.86,30077.86,30000,77.86,0,0,0,16-Jun,30115.11,16-Aug,0,1,INDIVIDUAL,0,0,278616,0,4,1,4,7,64676,78.9,0,2,15544,67.4,38400,5,2,2,6,25329,15189,53.8,0,0,257,223,14,7,3,21,2,0,2,3,3,10,11,5,15,3,11,0,0,0,1,100,33.3,0,0,361904,82948,32900,81957,Fully Paid
81465104,87127943,35000,35000,35000, 36 months,19.99%,1300.55,D,D5,Farmer Manager,10+ years,OWN,150000,Verified,16-Jun,small_business,Business,584xx,ND,13.46,0,Mar-83,0,6,0,31421,53.80%,8,w,35000,35000,0,0,0,0,0,0,0,,0,16-Aug,0,1,INDIVIDUAL,0,0,70232,0,1,0,0,27,38811,,1,3,15552,53.8,58400,0,0,1,3,14046,26979,53.8,0,0,70,398,12,12,0,12,11,0,3,3,5,5,2,5,6,3,6,0,0,0,1,100,75,0,0,111245,70232,58400,52845,Late (31-120 days)
79522475,85217228,32000,32000,32000, 60 months,12.99%,727.94,C,C2,network engineer,9 years,RENT,90000,Verified,16-Jun,debt_consolidation,Debt consolidation,770xx,TX,15.84,0,2-Jan,0,32,0,26419,69.90%,65,w,0,0,32528.68,32528.68,32000,528.68,0,0,0,16-Jul,32551.77,16-Jul,0,1,INDIVIDUAL,0,0,354619,0,15,0,1,16,203375,104.2,0,0,6563,94.9,37800,1,5,1,3,11439,7006,78.2,0,0,172,142,35,14,2,36,10,0,8,10,9,15,35,15,27,10,32,0,0,0,0,100,33.3,0,0,361513,229881,32200,197161,Fully Paid
78799996,84480735,18000,18000,18000, 36 months,9.75%,578.7,B,B3,Head server,8 years,MORTGAGE,45000,Not Verified,16-Jun,home_improvement,Home improvement,494xx,MI,25.97,3,Feb-96,3,28,0,8663,10.70%,68,w,0,0,18188.84,18188.84,18000,188.84,0,0,0,16-Jul,18198.59,16-Jul,0,1,INDIVIDUAL,0,55,36442,3,1,0,0,31,27779,,5,9,5893,10.7,80700,2,0,3,9,1402,25910,24.9,0,0,92,243,2,2,0,2,2,1,3,4,6,24,3,27,64,4,28,0,0,1,5,89.7,0,0,0,124285,36442,34500,43585,Fully Paid
